Vocab Word|Page|Type of Plural|Arabic|Plural|Alt. Plural|Fem. Sing.|Fem. Plural|Part of Speech|Verb Type
public school|182||مَدْرَسة حُكُومِيّة|مَدارِس حُكُومِيّة||||n|
registration|182||التَّسْجِيل|||||n|
scholarship|182||مِنْحة|مِنَح||||n|
science|182||عِلْم|عُلُوم||||n|
high school|182||مَدْرَسة ثانَوِيّة|مَدارِس ثانَوِيّة||||n|
secondary school|182||مَدْرَسة ثانَوِيّة|مَدارِس ثانَوِيّة||||n|
slide|182||سُحْسِيلة|||||n|
sociology|182||عِلْم إجْتِماع|||||n|
student|182||طالِب|طُلّاب|طَلِبة|||n|
study|182||دِراسة|دِراسات||||n|
tawjihi certificate|182||شِهادة تَوْجِيهِي|شِهادات تَوْجِيهِي||||n|
high school diploma|182||شِهادة تَوْجِيهِي|شِهادات تَوْجِيهِي||||n|
teacher|182||مُدَرِّس|مُدَرِّسِين||||n|
teacher|182||أُسْتاذ|أساتِذة||||n|
teacher|182||مُعَلِّم|مُعَلِّمِين||||n|
uniform (school)|182||زِيّ مَدْرَسِي|||||n|
university|182||جامْعة|جامْعات||||n|
university graduate|182||جامِعِي|جامِعِيُّون||||n|
university student|182||جامِعِي|جامِعِيُّون||||n|
vocational school|182||مَدْرَسة مِهَنِيّة|مَدارِس مِهَنِيّة||||n|
volume (book)|182||مُجَلَّد|مُجَلَّدات||||n|
agenda|184||أجِنْدة|||||n|
binder|184||دُوسِيّة|دُوسِيّات||||n|
binding (book)|184||تَجْلِيد|||||n|
biology|184||أحْياء|||||n|
blank  |184||فَراغ|فَراغات||||n|
book|184||كِتاب|كُتُب||||n|
calendar|184||رُوزْنامة|زُوزْنامات||||n|
calendar|184||تَقْوِيم|تَقْوِيمات||||n|
carbon paper|184||كَرْبُونة|كَرْبُونات||||n|
chair|184||كُرْسِي|كَراسِي||||n|
chalk  |184||طَبْشُورة|طَباشِير||||n|
chalkboard|184||لُوح|ألْواح||||n|
chalkboard|184||سَبُّورة|سَبُّورات||||n|
chalkboard eraser|184||مَسَّاحة|مَسَّاحات||||n|
chemistry|184||الكِيمْياء|||||n|
classroom|184||صَفّ|صُفُوف||||n|
pen|184||قَلَم|أقْلام||||n|
pencil|||قَلَم|أقْلام||||n|
writing utensil|||قَلَم|أقْلام||||n|
colored|184||مُلَوَّن|مُلَوَّنِين||مُلَوَّنة|مُلَوَّنات|n, adj|
compass|184||فِرْجار|||||n|
cover (book)|184||غِلاف|غِلافات||||n|
desk|184||مَكْتَب|مَكاتِب||||n|
diary|184||مُفَكِّرة|مُفَكِّرات||||n|
dictation|184||إمْلاء|||||n|
dictionary|184||قامُوس|قَوامِيس||||n|
division|184||قِسْمة|||||n|
hole punch|184||مِثْقَب|مَثاقِب||||n|
drill|184||مِثْقَب|مَثاقِب||||n|
encyclopedia|184||مَوْسُوعة|مَوْسُوعات||||n|
eraser|184||مَحّاية|مَحّايات||||n|
exercise book|185||دَفْتَر تَمارِين|دَفاتِر تَمارِين||||n|
file|185||مَلَف|مَلَفات||||n|
flag|185||عَلَم|أَعْلام||||n|
font|185||خَط|خُطُوط||||n|
geography|185||جُغَرافِيّة|||||n|
geology|185||عِلْم طَبَقات الأَرْض|||||n|
globe|185||كُرة أرْضِيّة|||||n|
glue|185||صَمِغ|||||n|
grammer|185||قَواعِد|||||n|
history|185||تارِيخ|||||n|
homework|185||واجِب|واجِبات||||n|
ink|185||حِبْر|أَحْبار||||n|
lab|185||مُخْتَبَر|مُخْتَبَرات||||n|
language|185||لُغة|لُغات||||n|
locker room|185||غُرْفة غَيار|غُرَف غَيار||||n|
map|185||خَرِيطة|خَرايِط|خَرائِط|||n|
marker|185||قَلَم فُولُوماسْتِر|||||n|
mathematics|185||رِياضِيّات|||||n|
microscope|185||مَجْهَر|مَجاهِر||||n|
minus|185||ناقِص|||||adj|
multiplication|185||ضَرْب|||||n|
notebook|185||دَفْتَر|دَفاتِر||||n|
novel|185||رِواية|رِوايات||||n|
exam, oral|185||إمْتِحان شَفَوِيّ|إمْتِحانات شَفَوِيّة||||n|
paper|185||وَرَقة|أوْراق|وَرَق|||n|
paperclip|185||مَشْبَك وَرَق|مَشابِك وَرَق||||n|
paper ream|186||ماعُون وَرَق|مَواعِين وَرَق||||n|
pen|186||قَلَم حِبْر|أقْلام حِبْر||||n|
pencil|186||قَلَم رَصاص|أقْلام رَصاص||||n|
pencil case|186||مَقْلَمة|مَقالِم|مَقْلَمات|||n|
plus|186||زائِد|||||adj|
poem|186||قَصِيدة|قَصائِد||||n|
poetry|186||شِعْر|أشْعار||||n|
poetry|||شِعْرِي|||||adj|
quiz|186||إمْتِحان قَصِير|إمْتِحانات قَصِيرة||||n|
reading book|186||كِتاب قِراءَة|||||n|
reference|186||مَرْجِع|مَراجِع||||n|
ruler|186||مِسْطَرة|مَساطِر||||n|
scissor|186||مَقَصّ|مَقَصّات||||n|
seat|186||مَقْعَد|مَقاعِد||||n|
shelf|186||رَفّ|رْفُوف||||n|
sport|186||رِياضة|||||n|
stapler|186||مَكْبَس|مَكابِس||||n|
stationary|186||قُرْطاسِيّة|قُرْطاسِيّات||||n|
story|186||قِصّة|قِصَص||||n|
swing|186||مُرْجِيحة|مَراجِيح||||n|
synonym|186||مُرادِف|مُرادِفات||||n|
telescope|186||مِقْراب|مَقارِيب||||n|
telescope|186||تِلِيسْكُوب|تِلِيسْكُوبات||||n|
terminology|186||إصْطِلاح|إصْطِلاحات||||n|
test|186||إمْتِحان|إمْتِحانات||||n|
exam  |186||إمْتِحان|إمْتِحانات||||n|
text|186||نَص|نُصُوص||||n|
whiteboard|186||لُوح أبْيَض|ألْواح بَيٍضة||||n|
writing utensil|186||كِتابة|كِتابات||||n|
color |187||لُون|ألْوان||||n|
black|188||أسْوَد|||سُودا||adj|
blue|188||أزْرَق|||زَرْقا||adj|
brown|188||بِنِّي|||بِنِّيّة||adj|
burgundy|188||خَمْرِي|||خَمْرِيّة||adj|
dark|188||غامِق|||غامِقة||adj|
dark gray |188||رَصاصِي|||رَصاصِيّة||adj|
fading|188||باهِت|||باهِتة||adj|
golden|188||ذَهَبِي|||ذَهَبِيّة||adj|
gray|188||رَمادِي|||رَمادِيّة||adj|
green|188||أخْضَر|||خَضْرا||adj|
hazel|188||عَسَلِي|||عَسَلِيّة||adj|
honey|188||عَسَلِي|||عَسَلِيّة||adj|
light|188||فاتِح|||فاتِحة||adj|
light brown|188||حِنْطِي|||حِنْطِيّة||adj|
oragne|188||بُرْتُقالِي|||بُرْتُقالِيّة||adj|
purple|188||نَهْدِي|||نَهْدِيّة||adj|
red|188||أحْمَر|||حَمْرا||adj|
reddish brown|188||كَسْتَنائِي|||كَسْتَنائِيّة||adj|
rosy|188||وَرْدِي|||وَرْدِيّة||adj|
silver|188||فِضِّي|||فِضِّيّة||adj|
sky blue|188||أزْرَق سَماوِي|||||adj|
tan|188||أسْمَر|||سَمْرا||adj|
violet|188||بَنَفْسَجِي|||بَنَفْسَجِيّة||adj|
white |188||أبْيَض|||بَيْضا||adj|
yellow|188||أصْفَر|||صَفْرا||adj|
musical instrument|189||آلة مُوسِيقِيّة|آلات مُوسِيقِيّة||||n|
accordion|190||أكُورْدْيُون|||||n|
arabic drum|190||طَبْلة|طَبْلات||||n|
band|190||فِرْقة مُوسِيقِيّة|فِرَق مُوسِيقِيّة||||n|
bow|190||قَوْس|أقْواس||||n|
cello|190||تْشِيلُو|||||n|
clarinet|190||كْلارِينِت|||||n|
concert  |190||حَفْلة مُوسِيقِيّة|حَفْلات مُوسِيقِيّة||||n|
drums|190||دْرَمْز|||||n|
flute|190||شَبّابة|||||n|
flute|190||فْلُوت|||||n|
french horn|190||بُوق فَرَنْسِي|أبْواق فَرَنْسِيّة||||n|
guitar|190||جِيتار|جِيتارات||||n|
lute|190||عُود|أعْواد||||n|
lyrics|190||كَلِمات|||||n|
note (musical)|190||نُوتة|نُوتات||||n|
oboe|190||مِزْمار|مَزامِير||||n|
orchestra|190||أُورْكِسْتْرا|||||n|
piano|190||بْيانُو|||||n|
spike fiddle|190||رَبابة|رَبابات||||n|
recorder (the instrument)|190||ناي|||||n|
saxophone|190||ساكْسُفُون|ساكْسُفُونات||||n|
singer|190||مُغَنِّي|مُغَنِّيِّين||||n|
singer|190||مُطْرِب|مُطْرِبِين||||n|
vocalist|190||مُطْرِب|مُطْرِبِين||||n|
string (of instrument)|190||وَتَر|أوْتار||||n|
tambourine|190||دَف|دُفُوف||||n|
compose|190||لَحَّن|||||v|
dance|190||رَقِص|||||v|
trombone|190||تْرُومْبُون|||||n|
trumpet|190||بُوق|أبْواق||||n|
horn (instrument)|190||بُوق|أبْواق||||n|
violin|190||كَمان|كَمانات||||n|
xylophone|190||زِيلُوفُون|||||n|
hobby|191||هَواية|هَوايات||||n|
action|192||آكْشِن|||||n|
adventure|192||مُغامَرة|مُغامَرات||||n|
hobbyist|192||هاوِي|هُواة||||n|
amateur|192||هاوِي|هُواة||||n|
football (american)|192||كُرة القَدَم الأَمْرِيكِيّة|||||n|
archery|192||الرَّماية|||||n|
armor|192||دِرْع|دُرُوع||||n|
arrow|192||سَهِم|أسْهُم||||n|
assistant referee|192||حَكَم راية|حُكّام راية||||n|
association|192||إتِّحاد|إتِّحادات||||n|
althete|192||رِياضِي|رِياضِيِّين||||n|
audience|192||جُمْهُور|جَماهِير||||n|
crowd|192||جُمْهُور|جَماهِير||||n|
award|192||جائِزة|جَوائِز||||n|
prize|192||جائِزة|جَوائِز||||n|
ballet|192||رَقْص بالَيه|||||n|
baseball|192||بَيْسْبُول|||||n|
baseball bat|192||مَضْرَب البَيْسْبُول|||||n|
basketball|192||كُرة سَلّة|||||n|
billiards|192||بِلْيارْدُو|||||n|
pool (billiards)|192||بِلْيارْدُو|||||n|
boating|192||رُكُوب الزَّوْرَق|||||n|
sailing|192||رُكُوب الزَّوْرَق|||||n|
body building|192||كَمال أَجْسام|||||n|
bow|192||قَوْس|أقْواس||||n|
bowling|192||بُولِنْج|||||n|
boxing|192||مُلاكَمة|||||n|
boxing glove|192||قَفّاز مُلاكَمة|قَفّازات مُلاكَمة||||n|
break a record|192||تَحْطِيم الرَّقْم القِياسِي|||||n|
bronze|192||مِيدالْية|مِيدالْيات||||n|
medal|192||بُرُونْزِي|||بُرُونْزِيّة||adj|
camp|192||مُخَيَّم|مُخَيَّمات||||n|
trainer|192||كابْتِن|كَباتِن||||n|
trainer|192||مُدَرِّب|مُدَرِّبِين||||n|
coach|192||كابْتِن|كَباتِن||||n|
coach|192||مُدَرِّب|مُدَرِّبِين||||n|
carnival|192||كَرْنَفال|كَرْنَفالات||||n|
cartoon|193||كَرْتُون|||||n|
centerline|193||خَط الوَسَط|||||n|
championship|193||بُطُولة|بُطُولات||||n|
cheer|193||تَشْجِيع|||||n|
chess|193||شَطَرَنْج|||||n|
club|193||نادِي|نَوادِي|أنْدِية|||n|
coin collection|193||جَمِع العُمْلات|||||n|
comedy|193||كُومِيدِي|||||n|
committee|193||لَجْنة|لَجْنات||||n|
competition|193||مُنافَسة|مُنافَسات||||n|
corner kick|193||ضَرْبة رُكْنِيّة|ضَرْبات رُكْنِيّة||||n|
deadline|193||خَط النِّهاية|||||n|
defender|193||مُدافِع|مُدافِعِين||||n|
defense|193||دِفاع|دِفاعات||||n|
diamond|193||دِينارِي|||||n|
dice|193||نَرْد|||||n|
dice|193||زَهِر|||||n|
diving mask|193||قِناع الغُوض|||||n|
dominoes|193||دِيمْنُوس|||||n|
exercise|193||تَمْرِين|تَمارِين||||n|
drill|193||تَمْرِين|تَمارِين||||n|
fencing|193||مُبارَزة بالسِّيف|||||n|
field goal|193||مَنْطِقة جَزاء|||||n|
field|193||مَلْعَب|مَلاعِب||||n|
playground|193||مَلْعَب|مَلاعِب||||n|
stadium|193||مَلْعَب|مَلاعِب||||n|
fin |193||زَعْنَفة|زَعانِف||||n|
final|193||نِهائِي|||نِهائِيّة||adj|
fireworks|193||ألْعاب نارِيّة|||||n|
half (the game)|193||شُوط|||||n|
fishing|194||صِيد السَّمَك|||||n|
fishing net|194||شَبَكة صِيد سَمَك|||||n|
fishing rod|194||عَصاية الصِّنارة|||||n|
disk|194||قُرْص|أقْراص||||n|
flying|194||طائِر|||طائِرة||adj|
forward|194||مُهاجِم|مُهاجِمِين||||n|
striker|194||مُهاجِم|مُهاجِمِين||||n|
attacker|||مُهاجِم|مُهاجِمِين||||n|
goal|194||جُول|أجْوال||||n|
goal|194||هَدَف|أهْداف||||n|
goalkeeper|194||حارِس مَرْمى|حُرّاس مَرْمى||||n|
goalpost|194||عارْضة|||||n|
gold, golden|194||ذَهَبِيّة|||ذَهَبِيّة||adj|
golf|194||غُولْف|||||n|
golf club|194||عَصاية الغُولْف|||||n|
gymnastics|194||جُمْباز|||||n|
halftime|194||نُصّ الوَقِت|||||n|
helmet|194||خُوذة|خُوَد||||n|
hide and seek (game)|194||الغُمّاية|||||n|
hide and seek (game)|194||طُمّاية|||||n|
hockey stick|194||عَصاية الهُوكِي|||||n|
horror|194||رُعُب|||||n|
horse riding|194||رُكُوب الخِيل|||||n|
horsemanship|194||الفُرُوسِيّة|||||n|
horse racing|194||سِباق الخِيل|||||n|
hunting|194||صِيد|||||n|
hunting dog|194||كَلْب صِيد|||||n|
ice hockey|194||لِعْبة الهُوكِي|||||n|
ice skating|194||التَّزَلُّج عَلى الجَلِيد|||||n|
jogging|194||هَرْوَلة|||||n|
judo|194||جُودُو|||||n|
kite|194||طَبَق|أَطْباق||||n|
kite|194||طَيّارة|طَيّارات||||n|
lantern|195||فانُوس|فَوانِيس||||n|
league|195||دَوْرِي|||||n|
life vest|195||صِدْرِيّة النَّجاة|||||n|
loss|195||خَسارة|||||n|
marathon|195||ماراثُون|||||n|
marbles|195||قُلّ|قْلُول||||n|
match (game)|195||مُباراة|مُبارَيات||||n|
game|195||مُباراة|مُبارَيات||||n|
medal|195||وِسام|أوْسِمة||||n|
member|195||عُضُو|أَعْضاء||||n|
membership|195||عُضْوِيّة|||||n|
player|195||لاعِب|لاعِبِين||||n|
film|195||فِيلْم|أَفْلام||||n|
movie|195||فِيلْم|أَفْلام||||n|
net|195||شَبَكة|شَبَكات||||n|
official|195||حَكَم|حُكّام||||n|
referee|195||حَكَم|حُكّام||||n|
offsides (in soccer)|195||تَسَلُّل|||||n|
olympics|195||الأَلْعاب الأُولِمْبِيّة|||||n|
opera |195||أُوبِرا|||||n|
opponent|195||خَصِم|خْصُوم||||n|
rival|195||خَصِم|خْصُوم||||n|
8-ball|195||خَصِم|خْصُوم||||n|
overtime|195||وَقِت إضافِي|||||n|
freetime|195||وَقِت إضافِي|||||n|
pass|195||تَمْرِيرة|تَمْرِيرات||||n|
penalty|195||ضَرْبة جَزاء|||||n|
penalty|195||بَنَلْتِي|||||n|
play (theater)|195||مَسْرَحِيّة|مَسْرَحِيّات||||n|
show (theater)|195||مَسْرَحِيّة|مَسْرَحِيّات||||n|
playing cards|195||كَرْت شَدّة|كُرُوت شَدّة||||n|
professional|195||مُحْتَرِف|مُحْتَرِفِين||||n|
puppet|195||دُمْية مُتَحَرِّكة|دُمى مُتَحَرِّكة||||n|
puzzle|196||لِعْبة تَرْكِيب|أَلْعاب تَرْكِيب||||n|
race|196||سِباق|سِباقات||||n|
racquetball|196||رَكِتْبُول|||||n|
rival|196||مُنافِس|مُنافِسِين||||n|
rock, paper, scissors |196||حَجَر وَوَرَقة وَمَقَصّ|||||n|
romance|196||رُومَنْسِي|||||n|
rope|196||حَبِل|حْبال||||n|
saddle|196||سَرْج|||||n|
sail |196||شِراع|أَشْرِعة||||n|
science fiction|196||خَيال عِلْمِي|||||n|
result|196||نَتِيجة|نَتائِج||||n|
score|196||نَتِيجة|نَتائِج||||n|
scuba diving|196||غَوْض|||||n|
silver|196||فِضِّي|||فِضِّيّة||adj|
skate|196||زَلّاجة|||||n|
ski|196||زَلّاجة|||||n|
jump rope|196||حَبْلة|||||n|
skipping rope|197||حَبْلة|||||n|
sleeping bag|196||كِيس نُوم|أكْياس نُوم||||n|
snowboarding|196||التَّزَلُّج عَلى الثَّلْج|||||n|
skiing|196||التَّزَلُّج عَلى الثَّلْج|||||n|
soccer  |196||كُرة قَدَم|||||n|
soccer ball|196||فُطْبُول|فَطابِل||||n|
ball|196||طابة|طابات||||n|
ball|196||كُرة|كُرات||||n|
spades|196||بَسْتُونِي|||||n|
sports announcer|196||مُعَلِّق رِياضِي|||||n|
announcer|196||مُعَلِّق|||||n|
stamp collection|196||جَمِع طَوابِع|||||n|
collection|196||جَمِع|||||n|
collecting|||تَجْمِيع|||||n|
steroid|196||مُنَشِّط|مُنَشِّطات||||n|
substitute|196||لاعِب إحْتِياط|لاعِبِين إحْتِياط||||n|
surfing|196||رُكُوب الأَمْواج|||||n|
table tennis|196||كُرة الطّاوْلة|||||n|
ping-pong|196||كُرة الطّاوْلة|||||n|
team|197||فَرِيق|قِرَق||||n|
tennis   |197||تِنِس|||||n|
tennis racket|197||مَضْرَب كُرة تِنِس|||||n|
thread hook|197||خِيط الصِّنّارة|||||n|
tie breaker|197||شُوط حاسِم|||||n|
timeout|197||وَقِت مُسْتَقْطَع|||||n|
toy|197||لُعْبة|أَلْعاب||||n|
game|197||لُعْبة|أَلْعاب||||n|
doll|197||لُعْبة|أَلْعاب||||n|
trap|197||مَصْيَدة|مَصايِد||||n|
volleyball|197||كُرة طائِرة|||||n|
warming up|197||تِحْماية|||||n|
water polo|197||كُرة الماء|||||n|
waterskiing|197||التَّزَلُّج عَلى الماء|||||n|
weight |197||وَزِن|أوْزان||||n|
weightlifting|197||رَفِع أثْقال|||||n|
weightlifting|197||رَفِع حَدِيد|||||n|
wrestler|197||مُصارِع|||||n|
wrestling|197||مُصارَعة|||||n|
department|198||قَسِم|أقْسام||||n|
government|198||حُكُومِي|||حُكُومِيّة||adj|
government|||حُكُومة|حُكُومات||||n|
municipality|199||أمانة|أمانات||||n|
stock exchange|199||بُورْصة|بُورْصات||||n|
bureau|199||دِيوان|دَواوِين||||n|
court|||دِيوان|دَواوِين||||n|
office|||دِيوان|دَواوِين||||n|
accounting|199||مُحاسِبة|||||n|
bank|199||بَنْك|بُنُوك||||n|
central|199||مَرْكَزِي|||مَرْكَزِيّة||n|
department|199||دائِرة|دَوائِر||||n|
customs|199||جُمْرُك|جَمارِك||||n|
customs|199||جُمْرُكِي|||جُمْرُكِيّة||adj|
public|199||عامّة|عَوامّ||||n|
general|||عامّ|||||adj|
common|||عامّ|||||adj|
public|||عامّ|||||adj|
universal|||عامّ|||||adj|
condition|||حال|أحْوال||||n|
state|||حال|أحْوال||||n|
circumstance|||حال|أحْوال||||n|
status|199||حال|أحْوال||||n|
civil|199||مَدَنِي|||مَدَنِيّة||adj|
passport|||جَواز|جَوازات||||n|
box|||صَنْدُوق|صَنادِيق||||n|
fund|||صَنْدُوق|صَنادِيق||||n|
operating|199||تَشْغِيل|||||n|
running (e.g. business)|||تَشْغِيل|||||n|
development|199||تَنْمِيّة|||||n|
development|||تَطْوِير|||||n|
institute|199||مَعْهَد|مَعاهِد||||n|
diplomatic|199||دَبْلُوماسِي|||دَبْلُوماسِيّة||adj|
diplomacy|||دَبْلُوماسِيّة|||||n|
directorate|199||مُدِيرِيّة|مُدِيرِيّات||||n|
correspondence|||مُخابَرة|مُخابَرات||||n|
communication|||مُخابَرة|مُخابَرات||||n|
information (classified)|||مُخابَرة|مُخابَرات||||n|
intelligence|199|||مُخابَرات||||n|
security|199||أمِن|||||n|
labor|199||عَمالة|||||n|
expatriate|||وافِد|||وافِدة||adj|
arriving|199||وافِد|||وافِدة||adj|
expatriate|||وافِد|وُفُود|أوْفاد|وافِدة|وافِدات|n|
newcomer|||وافِد|وُفُود|أوْفاد|وافِدة|وافِدات|n|
arrival|||وَفْد|وُفُود|أوْفاد|||n|
coming|||وَفْد|وُفُود|أوْفاد|||n|
delegation|||وَفْد|وُفُود|أوْفاد|||n|
foundation|199||مُؤَسَّسة|مُؤَسَّسات||||n|
broadcasting|199||إذاعة|||||n|
television|199||تِلْفِزْيُون|||||n|
council|199||مَجْلَس|مَجالِس||||n|
nation|199||أُمّة|أُمَم||||n|
deputy|199||نائِب|نُواب||||n|
notables|199|||أعْيان||||n|
center|199||مَرْكِز|مَراكِز||||n|
media|199||إعْلام|||||n|
ministry|199||وِزارة|وِزارات||||n|
agriculture|199||زَراعة|||||n|
Islamic|199||إسْملامِي|||إسْلامِيّة||adj|
affair|199||شَأْن|شُؤُون||||n|
matter|||شَأْن|شُؤُون||||n|
endowment (part of a religious/financial system)|199||وَقْف|أوْقاف||||n|
commerce|199||تَجَارة|||||n|
trade|||تَجَارة|||||n|
business|||تَجَارة|||||n|
transportation|199||مُواصَلات|||||n|
communication|199||إتِّصال|إتِّصالات||||n|
transportation|199||نَقْل|||||n|
culture|199||ثَقافة|ثَقافات||||n|
defense|199||دَفاع|||||n|
economics|199||إقْتِصاد|||||n|
education|199||تَعْلِيم|||||n|
environment|199||بِيئة|||||n|
finance|||تَمْوِيل|||||n|
financial|199||مالِي|||مالِيّة||adj|
foreign|199||خارِجِي|||خارِجِيّة||adj|
external|||خارِجِي|||خارِجِيّة||adj|
outdoor|||خارِجِي|||خارِجِيّة||adj|
health|199||صِحّة|||||n|
housing|200||إسْكان|||||n|
industry|200||صِناعة|||||n|
manufacturing|||صِناعة|||||n|
interior|200||داخِلِي|||داخِلِيّة||adj|
internal|||داخِلِي|||داخِلِيّة||adj|
indoor|||داخِلِي|||داخِلِيّة||adj|
irrigation|200||رَيّ|||||n|
justice|200||عَدِل|||||n|
sport|200||رِياضة|||||n|
supplying|200||تَمْوِين|||||n|
catering|||تَمْوِين|||||n|
tourism|200||سِياحة|||||n|
work|200||عَمَل|أعْمال||||n|
labor|||عَمَل|أعْمال||||n|
worker|200||عامِل|عُمّال|عامِلِين|||n|
laborer|||عامِل|عُمّال|عامِلِين|||n|
post|200||بَرِيد|||||n|
mail|||بَرِيد|||||n|
saving|200||تَوْفِير|||||n|
providing|||تَوْفِير|||||n|
presidency|200||رِئاسة|رِئاسات||||n|
minister|||وَزِير|وُزَراء||||n|
cultural|200||ثَقافِي|||ثَقافِيّة||adj|
royal|200||مَلَكِي|||مَلَكِيّة||adj|
charity|200||زَكاة|زَكَوات||||n|
almsgiving|||زَكاة|زَكَوات||||n|
farm|201||مَزْرَعة|مَزارِع||||n|
agricultural|202||زِراعِي|||زِراعِيّة||adj|
barn|202||حَظِيرة|حَظائِر||||n|
beehive|202||خَلِيّة نَحِل|خَلايا نَحِل||||n|
branch (tree)|202||غُصُن|أغْصان||||n|
bud (flower)|202||بُرْعُم|بَراعِم||||n|
coop (chicken)|202||خُمّ جاج|أخْمام جاج||||n|
chicken coop|202||خُمّ جاج|أخْمام جاج||||n|
corral|202||زَرِيبة|زَرايِب||||n|
countryside|202||رِيف|أرْياف||||n|
feather|202||رِيشة|رِيش||||n|
feed closet|202||مَخْزَن حُبُوب|مَخازِن حُبُوب||||n|
fence|202||سِياج|أسْيِجة||||n|
fertilizer|202||سَماد|أسْمِدة||||n|
field|202||حَقْل|حُقُول||||n|
green feed|202||بَرْسِيم|||||n|
hay|202||قَشّة|قَشّ||||n|
straw|||قَشّة|قَشّ||||n|
irrigate|202||رَيّ|||||v|
nest|202||عُشّ|أعْشاش||||n|
orchard|202||بُسْتان|بَساتِين||||n|
plow|202||مِحْراث|مَحارِيث||||n|
rake|202||مِشْط أرْض|||||n|
reaper|202||حَصّادة|حَصادات||||n|
ripe|202||ناضِج|||ناضِجة||adj|
ripe|202||مِسْتَوِي|||مِسْتَوِيّة||adj|
root|202||جَذِر|جُذُور||||n|
scarecrow|202||فَزّاعة|فَزّاعات||||n|
seed|202||بِذْرة|بُذُور||||n|
sickle|202||مِنْجَل|مَناجِل||||n|
stick|202||عُود|عِيدان||||n|
milk|202||حِلِب|||||v|
tractor|202||جَرّار|جَرّارات||||n|
tractor|202||تْراكْتُور|تْراكْتُورات||||n|
trunk|202||جِذِع|||||n|
vineyard|202||كَرِم|كْرُوم||||n|
wheat|202||قَمِح|||||n|
occupation|203||وَظِيفة|وَظائِف||||n|
job|||وَظِيفة|وَظائِف||||n|
accountant|204||مُحاسِب|مُحاسِبِين||||n|
acoustic engineer|204||مُهَنْدِس صُوت|مُهَنْدِسِين صُوت||||n|
actor|204||مُمَثِّل|مُمَثِّلِين||||n|
ambassador|204||سَفِير|سُفَرا||||n|
anesthesiologist|204||دُكْتُور التَّخْدِير|دَكاتْرة التَّخْدِير||||n|
announcer|204||مُذِيع|مُذِيعِين||||n|
archaeologist|204||عالِم آثار|عُلَماء آثار||||n|
architect|204||مُهَنْدِس مِعْمارِي|مُهَنْدِسِين مِعْمارِيِّين||||n|
artist|204||فَنّان|فَنّانِين||||n|
astronaut|204||رائِد فَضاء|رُوّاد فَضاء||||n|
athlete|204||رِياضِي|رِياضِيِّين||||n|
audiologist|204||دُكْتُور ذِنِين|دَكاتْرة ذِنِين||||n|
author|204||مُؤَلِّف|مُؤَلِّفِين||||n|
baker|204||خَبّاز|خَبّازِين||||n|
barber|204||حَلّاق|حَلّاقِين||||n|
bedouin|204||بَدَوِي|بَدُو||||n|
nomad|204||بَدَوِي|بَدُو||||n|
beggar|204||شَحّاد|شَحّادِين||||n|
blacksmith|204||حَدّاد|حَدّادِين||||n|
bodyguard|204||بِدِي جارْد|بِدِيجارْدِيّة||||n|
bricklayer|204||بَنّاء|بَنّائِين||||n|
mason|204||بَنّاء|بَنّائِين||||n|
broker|204||سِمْسار|سَماسِرة||||n|
real estate agent|204||سِمْسار|سَماسِرة||||n|
businessman|204||رَجُل أعْمال|رِجال أعْمال||||n|
butcher|204||لَحّام|لَحّامِين||||n|
caliph|204||خَلِيفة|خُلَفا||||n|
cardiologist|204||دُكْتُور قَلْب|دَكاتْرة قَلْب||||n|
carpenter|205||نَجّار|نَجّارِين||||n|
chauffeur|205||سايِق خُصُوصِي|سَايِقِين خُصُوصِيِّين||||n|
driver|205||سايِق|سايِقِين||||n|
driver|||سَوّاق|سَوّاقِين||||n|
clergyman|205||كاهِن|كَهَنة||||n|
climber|205||مُتَسَلِّق|مُتَسَلِّقِين||||n|
clown|205||مُهَرِّج|مُهَرِّجِين||||n|
colleague|205||زَمِيل|زُمَلاء||||n|
candy maker|205||حَلَوانِي|حَلَوانِيِّين||||n|
confectioner|205||حَلَوانِي|حَلَوانِيِّين||||n|
critic|205||ناقِد|نُقّاد||||n|
dancer|205||رَقّاص|رَقّاصِين||||n|
decorator|205||مُزَيِّن|مُزَيِّنِين||||n|
dentist|205||دُكْتُور أسْنان|دَكاتْرة أسْنان||||n|
dermatologist|205||دُكْتُور أمْراض جِلْدِيّة|دَكاتْرة أمْراض جِلْدِيّة||||n|
dietitian|205||دُكْتُور تَغْذِيّة|دَكاتْرة تَغْذِيّة||||n|
director (film)|205||مُخْرِج|مُخْرِجِين||||n|
diver|205||غَطّاس|غَطّاسِين||||n|
doctor (ear, nose, and throat)|205||دُكْتُور أنْف وَأُذُن وَحُنْجَرة|دَكاتْرة أنْف وَأُذُن وَحُنْجَرة||||n|
doctor|205||دُكْتُور|دَكاتْرة||||n|
doctor|205||طَبِيب|أطِبّاء||||n|
editor|205||مُحَرِّر|مُحَرِّرِين||||n|
electrician|205||كَهْرَبْجِي|كَهْرَبْجِيِّين||||n|
employee|205||مُوَظَّف|مُوَظَّفِين||||n|
engineer|205||مُهَنْدِس|مُهَنْدِسِين||||n|
expert|205||خَبِير|خُبَرا||||n|
farmer|205||مُزارِع|مُزارِعِين||||n|
fashion designer|205||مُصَمِّم أزْياء|مُصَمِّمِين أزْياء||||n|
fisherman|205||صَيّاد سَمَك|صَيّادِين سَمَك||||n|
