Vocab Word|Page|Type of Plural|Arabic|Plural|Alt. Plural|Fem. Sing.|Fem. Plural|Part of Speech|Verb Type
able to enjoy oneself|80||مْكَيِّف|مْكَيْفِين||مْكَيْفة|مْكَيْفات|n, adj|
articulate|80||مِلْسِن|مِلْسِنِين||مِلْسِنة|مِلْسِنات|n, adj|
well-spoken|80||مِلْسِن|مِلْسِنِين||مِلْسِنة|مِلْسِنات|n, adj|
clever|80||فِتِح|فِتْحِين||فِتْحة|فِتْحات|n, adj|
a mastermind|80||فِتِح|فِتْحِين||فِتْحة|فِتْحات|n, adj|
witty|80||فِتِح|فِتْحِين||فِتْحة|فِتْحات|n, adj|
clever|80||بَنْدُوق|بَنادِيق||بَنْدُوقة|بَنْدُوقات|n, adj|
a mastermind|80||بَنْدُوق|بَنادِيق||بَنْدُوقة|بَنْدُوقات|n, adj|
witty|80||بَنْدُوق|بَنادِيق||بَنْدُوقة|بَنْدُوقات|n, adj|
fair|80||حَقّانِي|حَقّانِيِّين||حَقّانِيّة|حَقّانِيّات|n, adj|
honorable|80||حَقّانِي|حَقّانِيِّين||حَقّانِيّة|حَقّانِيّات|n, adj|
honest|80||حَقّانِي|حَقّانِيِّين||حَقّانِيّة|حَقّانِيّات|n, adj|
flexible|81||مُحَنَّك|مُحَنَّكِين||مَحَنَّكة|مَحَنَّكات|n, adj|
adaptable|81||مُحَنَّك|مُحَنَّكِين||مَحَنَّكة|مَحَنَّكات|n, adj|
savvy|81||مُحَنَّك|مُحَنَّكِين||مَحَنَّكة|مَحَنَّكات|n, adj|
clever|81||مُحَنَّك|مُحَنَّكِين||مَحَنَّكة|مَحَنَّكات|n, adj|
knowledgeable|81||فَهْمان|فَهْمانِين||فَهْمانة|فَهْمانات|n, adj|
understanding|81||فَهْمان|فَهْمانِين||فَهْمانة|فَهْمانات|n, adj|
wise|81||فَهْمان|فَهْمانِين||فَهْمانة|فَهْمانات|n, adj|
aware|81||فَهْمان|فَهْمانِين||فَهْمانة|فَهْمانات|n, adj|
sage|81||فَهْمان|فَهْمانِين||فَهْمانة|فَهْمانات|n, adj|
prudent|81||فَهْمان|فَهْمانِين||فَهْمانة|فَهْمانات|n, adj|
resourceful|81||عَرْص|عَرْصِين||عَرْصة|عَرْصات|n, adj|
MacGyver-type|81||عَرْص|عَرْصِين||عَرْصة|عَرْصات|n, adj|
full of ingenuity|81||عَرْص|عَرْصِين||عَرْصة|عَرْصات|n, adj|
problem solver|81||عَرْص|عَرْصِين||عَرْصة|عَرْصات|n, adj|
good|81||مْنِيح|مْنِيحِين||مْنِيحة|مْنِيحات|n, adj|
respectful|81||مْنِيح|مْنِيحِين||مْنِيحة|مْنِيحات|n, adj|
gentlemanly|81||مْنِيح|مْنِيحِين||مْنِيحة|مْنِيحات|n, adj|
upstanding|81||مْنِيح|مْنِيحِين||مْنِيحة|مْنِيحات|n, adj|
courteous|81||مْنِيح|مْنِيحِين||مْنِيحة|مْنِيحات|n, adj|
good-natured|81||مْنِيح|مْنِيحِين||مْنِيحة|مْنِيحات|n, adj|
vice-free|81||مْنِيح|مْنِيحِين||مْنِيحة|مْنِيحات|n, adj|
fine|||مْنِيح|مْنِيحِين||مْنِيحة|مْنِيحات|n, adj|
good|81||طَيَّب|طَيْبِين||طَيْبات|طَيْبات|n, adj|
respectful|81||طَيَّب|طَيْبِين||طَيْبة|طَيْبات|n, adj|
gentlemanly|81||طَيَّب|طَيْبِين||طَيْبة|طَيْبات|n, adj|
upstanding|81||طَيَّب|طَيْبِين||طَيْبة|طَيْبات|n, adj|
courteous|81||طَيَّب|طَيْبِين||طَيْبة|طَيْبات|n, adj|
good-natured|81||طَيَّب|طَيْبِين||طَيْبة|طَيْبات|n, adj|
vice-free|81||طَيَّب|طَيْبِين||طَيْبة|طَيْبات|n, adj|
good|81||كْوَيِّس|كْوَيْسِين||كْوَيْسة|كْوَيْسات|n, adj|
respectful|81||كْوَيِّس|كْوَيْسِين||كْوَيْسة|كْوَيْسات|n, adj|
gentlemanly|81||كْوَيِّس|كْوَيْسِين||كْوَيْسة|كْوَيْسات|n, adj|
upstanding|81||كْوَيِّس|كْوَيْسِين||كْوَيْسة|كْوَيْسات|n, adj|
courteous|81||كْوَيِّس|كْوَيْسِين||كْوَيْسة|كْوَيْسات|n, adj|
good-natured|81||كْوَيِّس|كْوَيْسِين||كْوَيْسة|كْوَيْسات|n, adj|
vice-free|81||كْوَيِّس|كْوَيْسِين||كْوَيْسة|كْوَيْسات|n, adj|
responsible|81||عاقِل|عاقْلِين||عاقْلة|عاقْلات|n, adj|
mindful|81||عاقِل|عاقْلِين||عاقْلة|عاقْلات|n, adj|
thoughtful|81||عاقِل|عاقْلِين||عاقْلة|عاقْلات|n, adj|
stalwart|81|||عَتاوْلة||||n, adj|
troopers|81|||عَتاوْلة||||n, adj|
successful|81||مْدَرْدَح|مْدَرْدَحِين||مْدَرْدَحة|مْدَرْدَحات|n, adj|
superstar|81||مْدَرْدَح|مْدَرْدَحِين||مْدَرْدَحة|مْدَرْدَحات|n, adj|
well-liked|81||مْدَرْدَح|مْدَرْدَحِين||مْدَرْدَحة|مْدَرْدَحات|n, adj|
ace|81||مْدَرْدَح|مْدَرْدَحِين||مْدَرْدَحة|مْدَرْدَحات|n, adj|
successful (sometimes sarcastically)|81||فالِح|فالْحِين||فالْحة|فالْحات|n, adj|
hot-shot|81||فالِح|فالْحِين||فالْحة|فالْحات|n, adj|
superstar|81||فالِح|فالْحِين||فالْحة|فالْحات|n, adj|
well-connected|81||مَدْعُوم|مَدْعُومِين||مَدْعُومة|مَدْعُومات|n, adj|
has friends in high places|81||مَدْعُوم|مَدْعُومِين||مَدْعُومة|مَدْعُومات|n, adj|
gets what he wants|81||مَدْعُوم|مَدْعُومِين||مَدْعُومة|مَدْعُومات|n, adj|
energized|82||مْفَرْفِش|مْفَرْفِشِين||مْفَرْفِشة|مْفَرْفِشات|n, adj|
morning person|82||مْفَرْفِش|مْفَرْفِشِين||مْفَرْفِشة|مْفَرْفِشات|n, adj|
bright-eyed and bushy-tailed|82||مْفَرْفِش|مْفَرْفِشِين||مْفَرْفِشة|مْفَرْفِشات|n, adj|
funny|82||بَهْلُول|||||n, adj|
clown|82||بَهْلُول|||||n, adj|
class clown|82||بَهْلُول|||||n, adj|
jokester|82||بَهْلُول|||||n, adj|
highly amused|82||مْسَخْسِخ|مْسَخْسِخِين||مْسَخْسِخة|مْسَخْسِخات|n, adj|
jolly|82||مْسَخْسِخ|مْسَخْسِخِين||مْسَخْسِخة|مْسَخْسِخات|n, adj|
ready to laugh|82||مْسَخْسِخ|مْسَخْسِخِين||مْسَخْسِخة|مْسَخْسِخات|n, adj|
highly amused|82||مْحَشِّش|مْحَشِّشِين||مْحَشِّشة|مْحَشِّشات|n, adj|
jolly|82||مْحَشِّش|مْحَشِّشِين||مْحَشِّشة|مْحَشِّشات|n, adj|
ready to laugh|82||مْحَشِّش|مْحَشِّشِين||مْحَشِّشة|مْحَشِّشات|n, adj|
halarious|82||نَهْفة|نَهْفات||||n, adj|
silly|82||مايِص|مايْصِين||مايْصة|مايْصات|n, adj|
jokester|82||مايِص|مايْصِين||مايْصة|مايْصات|n, adj|
be exquisite|82||شَلَق|||||v|1e
be gorgeous|82||شَلَق|||||v|1e
fashionable|82||فايِع|فايْعِين||فايْعة|فايْعات|n, adj|
hip|82||فايِع|فايْعِين||فايْعة|فايْعات|n, adj|
trendy|82||فايِع|فايْعِين||فايْعة|فايْعات|n, adj|
stylish|82||فايِع|فايْعِين||فايْعة|فايْعات|n, adj|
handsome|82||حْلَيْوة|||||n, adj|
hunk|82||حْلَيْوة|||||n, adj|
arrogant|83||مِتْعَجْرِف|مِتْعَجْرِفِين||مِتْعَجْرِفة|مِتْعَجْرِفات|n, adj|
vain|83||مِتْعَجْرِف|مِتْعَجْرِفِين||مِتْعَجْرِفة|مِتْعَجْرِفات|n, adj|
stuck-up|83||مِتْعَجْرِف|مِتْعَجْرِفِين||مِتْعَجْرِفة|مِتْعَجْرِفات|n, adj|
haughty|83||مِتْعَجْرِف|مِتْعَجْرِفِين||مِتْعَجْرِفة|مِتْعَجْرِفات|n, adj|
pompous|83||مِتْعَجْرِف|مِتْعَجْرِفِين||مِتْعَجْرِفة|مِتْعَجْرِفات|n, adj|
bad|83||هامِل|هامْلِين||هامْلة|هامْلات|n, adj|
bad apple|83||هامِل|هامْلِين||هامْلة|هامْلات|n, adj|
lazy|83||هامِل|هامْلِين||هامْلة|هامْلات|n, adj|
miscreant|83||هامِل|هامْلِين||هامْلة|هامْلات|n, adj|
bitter|83||حَقُود|حَقَودِين||حَقُودة|حَقُودات|n, adj|
venomous|83||حَقُود|حَقَودِين||حَقُودة|حَقُودات|n, adj|
harsh|83||حَقُود|حَقَودِين||حَقُودة|حَقُودات|n, adj|
resentful|83||حَقُود|حَقَودِين||حَقُودة|حَقُودات|n, adj|
unforgiving|83||حَقُود|حَقَودِين||حَقُودة|حَقُودات|n, adj|
hateful|83||حَقُود|حَقَودِين||حَقُودة|حَقُودات|n, adj|
confrontational|83||نَمْرُود|نَمارِيد||نَمْرُودة|نَمْرُودات|n, adj|
feisty|83||نَمْرُود|نَمارِيد||نَمْرُودة|نَمْرُودات|n, adj|
obnoxious|83||نَمْرُود|نَمارِيد||نَمْرُودة|نَمْرُودات|n, adj|
quick-tempered|83||نَمْرُود|نَمارِيد||نَمْرُودة|نَمْرُودات|n, adj|
bully|83||بَلْطَجِي|بَلْطَجِيّة||||n, adj|
obstinate|83||تِنِح|تِنْحِين||تِنْحة|تِنْحات|n, adj|
stubborn|83||تِنِح|تِنْحِين||تِنْحة|تِنْحات|n, adj|
headstrong|83||تِنِح|تِنْحِين||تِنْحة|تِنْحات|n, adj|
self-centered|83||مَصْلَحْجِي|مَصْلَحْجِيِّين||مَصْلَحْجِيّة|مَصْلَحْجِيّات|n, adj|
opportunist|83||مَصْلَحْجِي|مَصْلَحْجِيِّين||مَصْلَحْجِيّة|مَصْلَحْجِيّات|n, adj|
exploiter|83||مَصْلَحْجِي|مَصْلَحْجِيِّين||مَصْلَحْجِيّة|مَصْلَحْجِيّات|n, adj|
takes advantage|83||مَصْلَحْجِي|مَصْلَحْجِيِّين||مَصْلَحْجِيّة|مَصْلَحْجِيّات|n, adj|
uses others|83||مَصْلَحْجِي|مَصْلَحْجِيِّين||مَصْلَحْجِيّة|مَصْلَحْجِيّات|n, adj|
shrewd|83||مَكّار|مَكّارِين||مَكّارة|مَكّارات|n, adj|
cunning|83||مَكّار|مَكّارِين||مَكّارة|مَكّارات|n, adj|
spoiled|84||وِرِش|وِرْشِين||وِرْشة|وِرْشات|n, adj|
brat|84||وِرِش|وِرْشِين||وِرْشة|وِرْشات|n, adj|
troublemaker|84||وِرِش|وِرْشِين||وِرْشة|وِرْشات|n, adj|
spoiled|84||غَنُّوج|غَنُّوجِين||غَنُّوجة|غَنُّوجات|n, adj|
spoilt |84||غَنُّوج|غَنُّوجِين||غَنُّوجة|غَنُّوجات|n, adj|
spoiled|84||مْدَلَّع|مْدَلَّعِين||مْدَلَّعة|مْدَلَّعات|n, adj|
spoilt |84||مْدَلَّع|مْدَلَّعِين||مْدَلَّعة|مْدَلَّعات|n, adj|
stubborn|84||عَبِيط|عَبِيطِين||عَبِيطة|عَبِيطات|n, adj|
blockheaded|84||عَبِيط|عَبِيطِين||عَبِيطة|عَبِيطات|n, adj|
hardheaded|84||عَبِيط|عَبِيطِين||عَبِيطة|عَبِيطات|n, adj|
dimwitted|84||عَبِيط|عَبِيطِين||عَبِيطة|عَبِيطات|n, adj|
ungrateful|84||ناكِر|ناكْرِين||ناكْرة|ناكْرات|n, adj|
selfish|84||ناكِر|ناكْرِين||ناكْرة|ناكْرات|n, adj|
unappreciative|84||ناكِر|ناكْرِين||ناكْرة|ناكْرات|n, adj|
unlucky|84||مَتْعُوس|مَتْعُوسِين||مَتْعُوسة|مَتْعُوسات|n, adj|
jinxed|84||مَتْعُوس|مَتْعُوسِين||مَتْعُوسة|مَتْعُوسات|n, adj|
cursed|84||مَتْعُوس|مَتْعُوسِين||مَتْعُوسة|مَتْعُوسات|n, adj|
luckless|84||مَتْعُوس|مَتْعُوسِين||مَتْعُوسة|مَتْعُوسات|n, adj|
ill-fated|84||مَتْعُوس|مَتْعُوسِين||مَتْعُوسة|مَتْعُوسات|n, adj|
luck|||حَظّ|||||n|
lucky|||مَحْظُوظ|مَحْظُوظِين||مَحْظُوظة|مَحْظُوظات|n, adj|
lucky|||إبْن مَحْظُوظة|||بِنْت مَحْظُوظة||n, adj|
luckily|||لِحُسْن الحَظّ|||||adv|
fortunately|||لِحُسْن الحَظّ|||||adv|
unfortunately|||لِلأَسَف|||||adv|
regrettably|||لِلأَسَف|||||adv|
regretfully|||لِلأَسَف|||||adv|
unlucky|84||مَنْحُوس|مَنْحُوسِين||مَنْحُوسة|مَنْحُوسات|n, adj|
jinxed|84||مَنْحُوس|مَنْحُوسِين||مَنْحُوسة|مَنْحُوسات|n, adj|
cursed|84||مَنْحُوس|مَنْحُوسِين||مَنْحُوسة|مَنْحُوسات|n, adj|
unlucky|84||مْسَخَّم|مْسَخَّمِين||مْسَخَّمة|مْسَخَّمات|n, adj|
unfortunate|84||مْسَخَّم|مْسَخَّمِين||مْسَخَّمة|مْسَخَّمات|n, adj|
anxious|84||مْنَرْفِز|مْنَرْفِزِين||مْنَرْفِزة|مْنَرْفِزات|n, adj|
nervous wreck|84||مْنَرْفِز|مْنَرْفِزِين||مْنَرْفِزة|مْنَرْفِزات|n, adj|
tense|84||مْنَرْفِز|مْنَرْفِزِين||مْنَرْفِزة|مْنَرْفِزات|n, adj|
upset|84||مْنَرْفِز|مْنَرْفِزِين||مْنَرْفِزة|مْنَرْفِزات|n, adj|
dull|84||لَزْقة|لَزْقات||||n, adj|
leech|84||لَزْقة|لَزْقات||||n, adj|
boring|84||لَزْقة|لَزْقات||||n, adj|
disliked|84||لَزْقة|لَزْقات||||n, adj|
unwanted|84||لَزْقة|لَزْقات||||n, adj|
frazzled|84||مْشَعْتَل|مْشَعْتَلِين||مْشَعْتَلة|مْشَعْتَلات|n, adj|
exhausted|84||مْشَعْتَل|مْشَعْتَلِين||مْشَعْتَلة|مْشَعْتَلات|n, adj|
pooped|84||مْشَعْتَل|مْشَعْتَلِين||مْشَعْتَلة|مْشَعْتَلات|n, adj|
worn down|84||مْشَعْتَل|مْشَعْتَلِين||مْشَعْتَلة|مْشَعْتَلات|n, adj|
helpful to a fault|85||خُزْ|||||n, adj|
doormat|85||خُزْ|||||n, adj|
weak|85||طَرْطُور|طَراطِير||طَرْطُورة|طَرْطُورات|n, adj|
pushover|85||طَرْطُور|طَراطِير||طَرْطُورة|طَرْطُورات|n, adj|
spineless|85||طَرْطُور|طَراطِير||طَرْطُورة|طَرْطُورات|n, adj|
wuss|85||خِيخة|||||n, adj|
wimp|85||خِيخة|||||n, adj|
sissy|85||خِيخة|||||n, adj|
sickly|85||عَيّان|عَيّانِين||عَيّانة|عَيّانات|n, adj|
frail|85||عَيّان|عَيّانِين||عَيّانة|عَيّانات|n, adj|
nerd|85||طَنْط|طَنْطات||||n, adj|
geek|85||طَنْط|طَنْطات||||n, adj|
oddball|85||طَنْط|طَنْطات||||n, adj|
pretty boy (sarcastically)|85||طَنْط|طَنْطات||||n, adj|
argumentative|85||حَرْدان|حَرْدانِين||حَرْدانة|حَرْدانات|n, adj|
ends relationships because of fights|85||حَرْدان|حَرْدانِين||حَرْدانة|حَرْدانات|n, adj|
feisty|85||حَرْدان|حَرْدانِين||حَرْدانة|حَرْدانات|n, adj|
con-man|85||نَصّاب|نَصّابِين||نَصّابة|نَصّابات|n, adj|
imposter|85||نَصّاب|نَصّابِين||نَصّابة|نَصّابات|n, adj|
swindler|85||نَصّاب|نَصّابِين||نَصّابة|نَصّابات|n, adj|
dishonest|85||خَرّاط|خَرّاطِين||خَرّاطة|خَرّاطات|n, adj|
liar|85||خَرّاط|خَرّاطِين||خَرّاطة|خَرّاطات|n, adj|
compulsive liar|85||خَرّاط|خَرّاطِين||خَرّاطة|خَرّاطات|n, adj|
thief|86||سَرّاق|سَرّاقِين||سَرّاقة|سَرّاقات|n, adj|
crook|86||سَرّاق|سَرّاقِين||سَرّاقة|سَرّاقات|n, adj|
disloyal|86||غَدّار|غَدّارِين||غَدّارة|غَدّارات|n, adj|
two-faced|86||غَدّار|غَدّارِين||غَدّارة|غَدّارات|n, adj|
backstabber|86||غَدّار|غَدّارِين||غَدّارة|غَدّارات|n, adj|
enraged|86||مَغْلُول|مَغْلُولِين||مَغْلُولة|مَغْلُولات|n, adj|
fuming|86||مَغْلُول|مَغْلُولِين||مَغْلُولة|مَغْلُولات|n, adj|
livid|86||مَغْلُول|مَغْلُولِين||مَغْلُولة|مَغْلُولات|n, adj|
gluttonous|86||فَجْعان|فَجْعانِين||فَجْعانة|فَجْعانات|n, adj|
voracious|86||فَجْعان|فَجْعانِين||فَجْعانة|فَجْعانات|n, adj|
gluttonous|86||مَفْجُوع|مَفاجِيع||مَفْجُوعة|مَفْجُوعات|n, adj|
voracious|86||مَفْجُوع|مَفاجِيع||مَفْجُوعة|مَفْجُوعات|n, adj|
greedy|86||لَئِيم|لَئِيمِين||لَئِيمة|لَئِيمات|n, adj|
hoarder|86||لَئِيم|لَئِيمِين||لَئِيمة|لَئِيمات|n, adj|
covetous|86||طَمّاع|طَمّاعِين||طَمّاعة|طَمّاعات|n, adj|
lustful|86||طَمّاع|طَمّاعِين||طَمّاعة|طَمّاعات|n, adj|
greedy|86||طَمّاع|طَمّاعِين||طَمّاعة|طَمّاعات|n, adj|
shrew|86||رَدّاحة|||||n, adj|
mean lady|86||رَدّاحة|||||n, adj|
imbecile|86||لَطْخة|لَطْخات||||n, adj|
asinine|86||لَطْخة|لَطْخات||||n, adj|
phony|86||عَرّاط|عَرّاطِين||عَرّاطة|عَرّاطات|n, adj|
liar (to look good)|86||عَرّاط|عَرّاطِين||عَرّاطة|عَرّاطات|n, adj|
sham|86||عَرّاط|عَرّاطِين||عَرّاطة|عَرّاطات|n, adj|
sarcastic|86||نِغِش|نِغْشِين||نِغْشة|نِغْشات|n, adj|
smart-alecky|86||نِغِش|نِغْشِين||نِغْشة|نِغْشات|n, adj|
scoundrel|86||نِجِس|نِجْسِين||نِجْسة|نِجسات|n, adj|
underhanded|86||نِجِس|نِجْسِين||نِجْسة|نِجسات|n, adj|
shady|86||نِجِس|نِجْسِين||نِجْسة|نِجسات|n, adj|
shifty|86||نِجِس|نِجْسِين||نِجْسة|نِجسات|n, adj|
grouchy|87||نِكِد|نِكْدِين||نِكْجة|نِكْدات|n, adj|
grumpy|87||مْبَوِّز|مْبَوْزِين||مْبَوْزة|مْبَوْزات|n, adj|
frowner|87||مْبَوِّز|مْبَوْزِين||مْبَوْزة|مْبَوْزات|n, adj|
jaded|87||مْعَقَّد|مْعَقَّدِين||مْعَقَّدة|مْعَقَّدات|n, adj|
pessimistic|87||مْعَقَّد|مْعَقَّدِين||مْعَقَّدة|مْعَقَّدات|n, adj|
gloomy|87||مْعَقَّد|مْعَقَّدِين||مْعَقَّدة|مْعَقَّدات|n, adj|
Eeyore|87||مْعَقَّد|مْعَقَّدِين||مْعَقَّدة|مْعَقَّدات|n, adj|
lethargic|87||نايِط|نايْطِين||نايْطة|نايْطات|n, adj|
sloth|87||نايِط|نايْطِين||نايْطة|نايْطات|n, adj|
messy|87||مْبَهْدَل|مْبَهْدَلِين||مْبَهْدَلة|مْبَهْدَلات|n, adj|
slob|87||مْبَهْدَل|مْبَهْدَلِين||مْبَهْدَلة|مْبَهْدَلات|n, adj|
shamed|87||خَزْيان|خَزْيانِين||خَزْيانة|خَزْيانات|n, adj|
disgraced|87||خَزْيان|خَزْيانِين||خَزْيانة|خَزْيانات|n, adj|
skeptical|87||شَكّاك|شَكّاكِين||شَكّاكة|شَكّاكات|n, adj|
doubting Thomas|87||شَكّاك|شَكّاكِين||شَكّاكة|شَكّاكات|n, adj|
unemotional|87||مْبَلِّد|مْبَلْدِين||مْبَلْدة|مْبَلْدات|n, adj|
emotionless|87||مْبَلِّد|مْبَلْدِين||مْبَلْدة|مْبَلْدات|n, adj|
apathetic|87||مْبَلِّد|مْبَلْدِين||مْبَلْدة|مْبَلْدات|n, adj|
worrier|87||مَجْلُوط|مَجْلُوطِين||مَجْلُوطة|مَجْلُوطات|n, adj|
worry wart|87||مَجْلُوط|مَجْلُوطِين||مَجْلُوطة|مَجْلُوطات|n, adj|
detached|88||مْطَنِّش|مْطَنْشِين||مْطَنْشة|مْطَنْشات|n, adj|
removed (from situation)|88||مْطَنِّش|مْطَنْشِين||مْطَنْشة|مْطَنْشات|n, adj|
ditzy|88||مَلْخُوم|مَلْخُومِين||مَلْخُومة|مَلْخُومِين|n, adj|
easily confused|88||مَلْخُوم|مَلْخُومِين||مَلْخُومة|مَلْخُومِين|n, adj|
confused|88||مْخَرْبِط|مْخَرْبِطِين||مْخَرْبِطة|مْخَرْبِطات|n, adj|
scatter-brained|88||مْخَرْبِط|مْخَرْبِطِين||مْخَرْبِطة|مْخَرْبِطات|n, adj|
forgetful|88||مْخَرْبِط|مْخَرْبِطِين||مْخَرْبِطة|مْخَرْبِطات|n, adj|
demented|88||مْخَرِّف|مْخَرْفِين||مْخَرْفة|مْخَرْفات|n, adj|
senile|88||مْخَرِّف|مْخَرْفِين||مْخَرْفة|مْخَرْفات|n, adj|
losing his mind|88||مْخَرِّف|مْخَرْفِين||مْخَرْفة|مْخَرْفات|n, adj|
idiotic|88||طَبِل|||||n, adj|
dummy|88||طَبِل|||||n, adj|
idiotic|88||مَعْتُوه|مَعاتِيه||مَعْتُوهة|مَعْتُوهات|n, adj|
batty|88||مَعْتُوه|مَعاتِيه||مَعْتُوهة|مَعْتُوهات|n, adj|
nonsensical|88||مَعْتُوه|مَعاتِيه||مَعْتُوهة|مَعْتُوهات|n, adj|
wacky|||مَعْتُوه|مَعاتِيه||مَعْتُوهة|مَعْتُوهات|n, adj|
tasteless|88||بايِخ|بايْخِين||بايْخة|بايْخات|n, adj|
inappropriate|88||بايِخ|بايْخِين||بايْخة|بايْخات|n, adj|
whose actions are irrelevent|88||بايِخ|بايْخِين||بايْخة|بايْخات|n, adj|
piece (of pie, etc)|||شَقْفة|||||n, adj|
hunk|||شَقْفة|||||n, adj|
hottie|||شَقْفة|||||n, adj|
newbie|88||فَرْفُور|فَرافِير||فَرْفُورة|فَرْفُورات|n, adj|
novice|88||فَرْفُور|فَرافِير||فَرْفُورة|فَرْفُورات|n, adj|
inexperienced|88||جاهِل|جاهْلِين||جاهْلة|جاهْلات|n, adj|
ignorant|88||جاهِل|جاهْلِين||جاهْلة|جاهْلات|n, adj|
insane|88||مْهَسْتِر|مْهَسْتِرِين||مْهَسْتِرة|مْهَسْتِرات|n, adj|
lunatic|88||مْهَسْتِر|مْهَسْتِرِين||مْهَسْتِرة|مْهَسْتِرات|n, adj|
mental|88||مْهَسْتِر|مْهَسْتِرِين||مْهَسْتِرة|مْهَسْتِرات|n, adj|
mischievous|89||غَلَباوِي|||||n, adj|
naughty|89||غَلَباوِي|||||n, adj|
dolt|89||تَنْبَل|تَنابِيل||||n, adj|
dunce|89||تَنْبَل|تَنابِيل||||n, adj|
moronic|89||تَنْبَل|تَنابِيل||||n, adj|
naughty child|89||عَفْرِيت|عَفارِيت||عَفْرِيتة|عَفْرِيتات|n, adj|
little devil|89||عَفْرِيت|عَفارِيت||عَفْرِيتة|عَفْرِيتات|n, adj|
obnoxious|89||زِنِخ|زِنْخِين||زِنْخة|زِنْخات|n, adj|
bothersome|89||زِنِخ|زِنْخِين||زِنْخة|زِنْخات|n, adj|
annoying|89||زِنِخ|زِنْخِين||زِنْخة|زِنْخات|n, adj|
bad humored|||زِنِخ|زِنْخِين||زِنْخة|زِنْخات|n, adj|
reckless|89||طايِش|طايْشِين||طايْشة|طايْشات|n, adj|
gutsy|89||طايِش|طايْشِين||طايْشة|طايْشات|n, adj|
foolhardy|89||طايِش|طايْشِين||طايْشة|طايْشات|n, adj|
rash|89||طايِش|طايْشِين||طايْشة|طايْشات|n, adj|
scatterbrained|89||مَعْجُوق|مَعْجُوقِين||مَعْجُوقة|مَعْجُوقات|n, adj|
always preoccupied|89||مَعْجُوق|مَعْجُوقِين||مَعْجُوقة|مَعْجُوقات|n, adj|
sloppy|89||مَعْجُوق|مَعْجُوقِين||مَعْجُوقة|مَعْجُوقات|n, adj|
careless|89||مَعْجُوق|مَعْجُوقِين||مَعْجُوقة|مَعْجُوقات|n, adj|
hurried to get home|89||مِسْتَرْوِح|مِسْتَرْوِحِين||مِسْتَرْوِحة|مِسْتَرْوِحات|n, adj|
homebody|89||مِسْتَرْوِح|مِسْتَرْوِحِين||مِسْتَرْوِحة|مِسْتَرْوِحات|n, adj|
really has to use the bathroom|89||زَحْمان|زَحْمانِين||زَحْمانة|زَحْمانات|n, adj|
really needs to pee|89||زَحْمان|زَحْمانِين||زَحْمانة|زَحْمانات|n, adj|
really has to use the bathroom|89||حَشْران|حَشْرانِين||حَشْرانة|حَشْرانات|n, adj|
really needs to pee|89||حَشْران|حَشْرانِين||حَشْرانة|حَشْرانات|n, adj|
someone wasting time waiting|89||مَلْطُوع|مَلْطُوعِين||مَلْطُوعة|مَلْطُوعات|n, adj|
thumb twiddler|89||مَلْطُوع|مَلْطُوعِين||مَلْطُوعة|مَلْطُوعات|n, adj|
night owl|89||سَهْران|سَهارِين||سَهْرانة|سَهْرانات|n, adj|
night person|89||سَهْران|سَهارِين||سَهْرانة|سَهْرانات|n, adj|
nocturnal|89||سَهْران|سَهارِين||سَهْرانة|سَهْرانات|n, adj|
speed demon|90||مْسَفِّح|مْسَفْحِين||مْسَفْحة|مْسَفْحات|n, adj|
speedy|90||مْسَفِّح|مْسَفْحِين||مْسَفْحة|مْسَفْحات|n, adj|
hurried|90||مْسَفِّح|مْسَفْحِين||مْسَفْحة|مْسَفْحات|n, adj|
burly|90||عَضَلَنْجِي|عَضَلَنْجِيِّين||||n, adj|
stocky|90||عَضَلَنْجِي|عَضَلَنْجِيِّين||||n, adj|
muscular|90||عَضَلَنْجِي|عَضَلَنْجِيِّين||||n, adj|
brawny|90||عَضَلَنْجِي|عَضَلَنْجِيِّين||||n, adj|
muscular|90||عَضِلِي|||عَضِلِيّة||adj|
chubby|90||مْكَرِّش|مْكَرْشِين||مْكَرْشة|مْكَرْشات|n, adj|
pot-bellied|90||مْكَرِّش|مْكَرْشِين||مْكَرْشة|مْكَرْشات|n, adj|
pale|90||مْصَفْرِن|مْصَفْرِنِين||مْصَفْرِنة|مْصَفْرِنات|n, adj|
sick-looking|90||مْصَفْرِن|مْصَفْرِنِين||مْصَفْرِنة|مْصَفْرِنات|n, adj|
pallid|90||مْصَفْرِن|مْصَفْرِنِين||مْصَفْرِنة|مْصَفْرِنات|n, adj|
puny|90||مْعَصْعِص|مْعَصْعِصِين||مْعَصْعِصة|مْعَصْعِصات|n, adj|
runt|90||مْعَصْعِص|مْعَصْعِصِين||مْعَصْعِصة|مْعَصْعِصات|n, adj|
poor person|90||غَلْبان|غَلْبانِين||غَلْبانة|غَلْبانات|n, adj|
underprivileged|90||غَلْبان|غَلْبانِين||غَلْبانة|غَلْبانات|n, adj|
broke (money)|90||مَزْنُوق|مَزْنُوقِين||مَزْنُوقة|مَزْنُوقات|n, adj|
desperate (for money)|90||مَزْنُوق|مَزْنُوقِين||مَزْنُوقة|مَزْنُوقات|n, adj|
destitute|90||نَوْرِي|نَوْرِيِّين||نَوْرِيّة||n, adj|
vagrant|90||نَوْرِي|نَوْرِيِّين||نَوْرِيّة||n, adj|
